2023-08-25 14:14:44.503366,obukhovkd,883870580,8
2023-08-25 14:15:40.520473,JotaroArs,1049484194,15
2023-08-25 14:16:00.826119,avosthh,611932424,0
2023-08-25 14:17:41.376257,JotaroArs,1049484194,0
2023-08-25 14:17:57.030909,JotaroArs,1049484194,101
2023-08-25 14:20:12.281349,avosthh,611932424,17
2023-08-25 14:21:51.926665,alnow0,983416579,0
2023-08-25 14:24:29.454725,avosthh,611932424,8
2023-08-25 14:24:38.805484,avosthh,611932424,15
2023-08-25 14:24:41.849285,avosthh,611932424,7
2023-08-25 14:24:45.258833,avosthh,611932424,13
2023-08-25 14:24:50.609366,avosthh,611932424,5
2023-08-25 14:24:53.281501,avosthh,611932424,9
2023-08-25 14:24:57.240239,avosthh,611932424,10
2023-08-25 14:24:59.509157,avosthh,611932424,11
2023-08-25 14:25:01.819678,avosthh,611932424,12
2023-08-25 14:25:04.074593,avosthh,611932424,13
2023-08-25 14:25:06.652044,avosthh,611932424,14
2023-08-25 14:25:08.764559,avosthh,611932424,15
2023-08-25 14:25:10.875530,avosthh,611932424,16
2023-08-25 14:25:13.795696,avosthh,611932424,17
2023-08-25 14:25:17.314953,avosthh,611932424,18
2023-08-25 14:25:19.735389,avosthh,611932424,19
2023-08-25 14:25:21.852613,avosthh,611932424,20
2023-08-25 14:25:24.160257,avosthh,611932424,21
2023-08-25 14:25:26.408312,avosthh,611932424,22
2023-08-25 14:25:30.589440,avosthh,611932424,23
2023-08-25 14:25:32.626768,avosthh,611932424,24
2023-08-25 14:25:34.575806,avosthh,611932424,25
2023-08-25 14:25:36.583948,avosthh,611932424,101
2023-08-25 14:25:40.758737,avosthh,611932424,26
2023-08-25 14:25:43.690989,avosthh,611932424,27
2023-08-25 14:25:46.656892,avosthh,611932424,28
2023-08-25 14:25:49.716272,avosthh,611932424,29
2023-08-25 14:25:53.383362,avosthh,611932424,30
2023-08-25 14:25:55.668316,avosthh,611932424,31
2023-08-25 14:25:57.795779,avosthh,611932424,32
2023-08-25 14:25:59.731172,avosthh,611932424,33
2023-08-25 14:26:01.446351,avosthh,611932424,34
2023-08-25 14:26:03.628824,avosthh,611932424,35
2023-08-25 14:26:05.814340,avosthh,611932424,36
2023-08-25 14:26:07.647970,avosthh,611932424,37
2023-08-25 14:26:09.666321,avosthh,611932424,38
2023-08-25 14:26:11.341648,avosthh,611932424,39
2023-08-25 14:26:13.268450,avosthh,611932424,40
2023-08-25 14:26:20.270885,avosthh,611932424,41
2023-08-25 14:26:36.558038,avosthh,611932424,42
2023-08-25 14:26:38.800711,avosthh,611932424,43
2023-08-25 14:26:40.392159,avosthh,611932424,44
2023-08-25 14:26:42.474633,avosthh,611932424,45
2023-08-25 14:26:43.833332,avosthh,611932424,46
2023-08-25 14:27:03.854866,avosthh,611932424,0
2023-08-25 14:30:41.051902,obukhovkd,883870580,33
2023-08-25 14:30:42.259512,JotaroArs,1049484194,33
2023-08-25 14:31:11.015124,JotaroArs,1049484194,23
2023-08-25 14:32:57.233712,artemdolgih,1880073920,4
2023-08-25 14:32:57.720970,AAntoxa_kartoxa,879485167,28
2023-08-25 14:33:17.436366,dm1trykrylov,430831182,6
2023-08-25 14:33:50.716477,JotaroArs,1049484194,11
2023-08-25 14:33:56.868367,economicsmath,1933227590,11
2023-08-25 14:34:39.636900,AAntoxa_kartoxa,879485167,55
2023-08-25 14:34:45.500513,economicsmath,1933227590,10
2023-08-25 14:34:49.749438,AAntoxa_kartoxa,879485167,57
2023-08-25 14:35:26.069439,gsophrgepous,1100063418,11
2023-08-25 14:39:12.155767,obukhovkd,883870580,8
2023-08-25 14:40:22.339501,lildronny,910879099,9
2023-08-25 14:40:25.747032,gsophrgepous,1100063418,1
2023-08-25 14:40:29.544346,lildronny,910879099,8
2023-08-25 14:40:31.268144,gsophrgepous,1100063418,2
2023-08-25 14:40:36.301626,gsophrgepous,1100063418,3
2023-08-25 14:41:32.569519,kutep0v,1033790453,7
2023-08-25 14:43:52.661605,semen03082007,1470591234,15
2023-08-25 14:44:15.680877,kutep0v,1033790453,0
2023-08-25 14:45:32.506054,alnow0,983416579,224
2023-08-25 14:52:16.935949,gsophrgepous,1100063418,8
2023-08-25 14:52:21.397613,gsophrgepous,1100063418,9
2023-08-25 14:52:26.321369,gsophrgepous,1100063418,10
2023-08-25 14:52:34.090062,gsophrgepous,1100063418,13
2023-08-25 14:52:48.608035,lildronny,910879099,33
2023-08-25 14:53:07.446279,lildronny,910879099,34
2023-08-25 14:56:41.738570,lildronny,910879099,32
2023-08-25 14:56:46.282146,lildronny,910879099,31
2023-08-25 14:57:23.832331,lildronny,910879099,30
2023-08-25 14:57:28.057052,lildronny,910879099,35
2023-08-25 14:57:34.317752,lildronny,910879099,29
2023-08-25 14:58:54.843870,lildronny,910879099,101
2023-08-25 14:59:07.157480,semen03082007,1470591234,0
2023-08-25 14:59:25.884940,zhivetina,1098951820,527
