2023-08-25 14:01:08.824342,gsophrgepous,1100063418,0
2023-08-25 14:01:31.899023,gsophrgepous,1100063418,2
2023-08-25 14:02:46.154260,gregorykrylov,5009611754,5
2023-08-25 14:03:46.832777,Andyklo,967617706,15
2023-08-25 14:05:15.103398,Andyklo,967617706,0
2023-08-25 14:11:24.689083,kutep0v,1033790453,10/3
2023-08-25 14:12:07.205311,Andyklo,967617706,0
2023-08-25 14:27:16.006596,zhivetina,1098951820,6
2023-08-25 14:37:05.377531,,1957807958,10
2023-08-25 14:38:37.359917,zhivetina,1098951820,0
2023-08-25 14:39:39.720966,,1957807958,6
2023-08-25 14:40:08.931615,,1957807958,1
2023-08-25 14:48:21.139716,,1957807958,3
2023-08-25 17:19:25.650905,0,0
2023-08-25 17:43:43.178792,0,5
